modbus_func,register_address,register_sweep_count,label
READ_INPUT_REGISTERS,103,11,benign
READ_INPUT_REGISTERS,34816,11,benign
READ_INPUT_REGISTERS,34816,12,benign
WRITE_MULTIPLE_COILS,7,11,malicious
WRITE_MULTIPLE_COILS,5,11,malicious
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,7,11,malicious
READ_INPUT_REGISTERS,50688,12,benign
WRITE_MULTIPLE_COILS,0,10,malicious
WRITE_MULTIPLE_COILS,7,11,malicious
READ_COILS,0,10,benign
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
READ_DISCRETE_INPUTS,514,10,benign
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
READ_INPUT_REGISTERS,1024,11,benign
WRITE_MULTIPLE_COILS,9,10,malicious
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,0,12,malicious
WRITE_MULTIPLE_COILS,7,10,malicious
READ_COILS,705,11,benign
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,9,10,malicious
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,7,12,malicious
WRITE_MULTIPLE_COILS,9,11,malicious
WRITE_MULTIPLE_COILS,8,11,malicious
WRITE_MULTIPLE_COILS,5,11,malicious
WRITE_MULTIPLE_COILS,9,11,malicious
WRITE_MULTIPLE_COILS,8,11,malicious
WRITE_MULTIPLE_COILS,8,11,malicious
WRITE_MULTIPLE_COILS,8,11,malicious
READ_COILS,0,11,benign
READ_COILS,0,11,benign
READ_DISCRETE_INPUTS,0,11,benign
READ_INPUT_REGISTERS,699,11,benign
READ_COILS,769,11,benign
READ_COILS,0,11,benign
READ_COILS,256,10,benign
READ_COILS,769,11,benign
READ_DISCRETE_INPUTS,0,11,benign
READ_COILS,0,10,benign
READ_COILS,256,10,benign
READ_DISCRETE_INPUTS,0,10,benign
READ_DISCRETE_INPUTS,515,10,benign
READ_INPUT_REGISTERS,399,10,benign
READ_COILS,0,10,benign
READ_COILS,256,9,benign
READ_COILS,0,10,benign
READ_COILS,256,9,benign
READ_DISCRETE_INPUTS,0,10,benign
READ_DISCRETE_INPUTS,514,9,benign
READ_INPUT_REGISTERS,8192,11,benign
READ_INPUT_REGISTERS,1,10,benign
READ_INPUT_REGISTERS,1206,10,benign
READ_COILS,0,10,benign
READ_COILS,256,9,benign
READ_DISCRETE_INPUTS,0,10,benign
READ_DISCRETE_INPUTS,523,9,benign
READ_DISCRETE_INPUTS,512,11,benign
READ_COILS,0,10,benign
READ_COILS,257,9,benign
READ_DISCRETE_INPUTS,0,10,benign
READ_DISCRETE_INPUTS,514,9,benign
READ_INPUT_REGISTERS,50688,10,benign
READ_DISCRETE_INPUTS,99,11,benign
READ_DISCRETE_INPUTS,1213,10,benign
READ_INPUT_REGISTERS,399,11,benign
READ_COILS,0,11,benign
READ_COILS,259,9,benign
READ_COILS,0,11,benign
READ_COILS,259,9,benign
READ_COILS,0,11,benign
READ_COILS,259,9,benign
READ_COILS,0,11,benign
READ_COILS,0,11,benign
READ_COILS,0,11,benign
READ_COILS,259,9,benign
READ_COILS,256,9,benign
READ_DISCRETE_INPUTS,0,11,benign
READ_DISCRETE_INPUTS,0,10,benign
READ_COILS,256,9,benign
READ_INPUT_REGISTERS,1184,11,benign
READ_INPUT_REGISTERS,1,10,benign
READ_DISCRETE_INPUTS,0,10,benign
READ_DISCRETE_INPUTS,512,9,benign
READ_DISCRETE_INPUTS,518,9,benign
READ_DISCRETE_INPUTS,515,9,benign
READ_INPUT_REGISTERS,50688,11,benign
READ_INPUT_REGISTERS,2258,11,benign
READ_DISCRETE_INPUTS,99,11,benign
READ_INPUT_REGISTERS,1024,11,benign
READ_INPUT_REGISTERS,48,12,benign
READ_INPUT_REGISTERS,48,12,benign
READ_INPUT_REGISTERS,48,12,benign
READ_INPUT_REGISTERS,48,11,benign
READ_INPUT_REGISTERS,20528,9,benign
READ_INPUT_REGISTERS,1100,12,benign
READ_INPUT_REGISTERS,48,12,benign
READ_INPUT_REGISTERS,20528,9,benign
READ_INPUT_REGISTERS,1100,12,benign
READ_INPUT_REGISTERS,20528,9,benign
READ_INPUT_REGISTERS,20528,9,benign
READ_INPUT_REGISTERS,1100,12,benign
READ_INPUT_REGISTERS,1100,12,benign
READ_INPUT_REGISTERS,20528,9,benign
READ_INPUT_REGISTERS,1100,12,benign
READ_INPUT_REGISTERS,58880,9,benign
READ_INPUT_REGISTERS,58880,9,benign
READ_INPUT_REGISTERS,58880,9,benign
READ_INPUT_REGISTERS,58880,9,benign
READ_INPUT_REGISTERS,58880,9,benign
WRITE_MULTIPLE_COILS,7,12,malicious
WRITE_MULTIPLE_COILS,5,12,malicious
READ_INPUT_REGISTERS,2048,9,benign
WRITE_MULTIPLE_COILS,7,12,malicious
WRITE_MULTIPLE_COILS,7,12,malicious
WRITE_MULTIPLE_COILS,5,12,malicious
WRITE_MULTIPLE_COILS,5,12,malicious
READ_INPUT_REGISTERS,2048,9,benign
WRITE_MULTIPLE_COILS,7,15,malicious
WRITE_MULTIPLE_COILS,5,11,malicious
READ_COILS,0,11,benign
READ_INPUT_REGISTERS,399,11,benign
WRITE_MULTIPLE_COILS,7,10,malicious
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,5,12,malicious
WRITE_MULTIPLE_COILS,5,15,malicious
READ_INPUT_REGISTERS,1,10,benign
WRITE_MULTIPLE_COILS,7,11,malicious
READ_COILS,513,10,benign
READ_DISCRETE_INPUTS,0,10,benign
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
READ_INPUT_REGISTERS,2048,9,benign
READ_INPUT_REGISTERS,50688,16,benign
READ_INPUT_REGISTERS,2258,9,benign
WRITE_MULTIPLE_COILS,5,11,malicious
READ_COILS,0,9,benign
READ_INPUT_REGISTERS,2048,9,benign
READ_INPUT_REGISTERS,2048,9,benign
READ_DISCRETE_INPUTS,514,10,benign
READ_COILS,0,9,benign
READ_INPUT_REGISTERS,48,9,benign
READ_INPUT_REGISTERS,20528,10,benign
WRITE_MULTIPLE_COILS,9,10,malicious
WRITE_MULTIPLE_COILS,5,10,malicious
READ_INPUT_REGISTERS,48,10,benign
READ_INPUT_REGISTERS,48,10,benign
WRITE_MULTIPLE_COILS,5,9,malicious
READ_INPUT_REGISTERS,20528,10,benign
READ_INPUT_REGISTERS,1100,10,benign
READ_INPUT_REGISTERS,20558,9,benign
READ_INPUT_REGISTERS,1100,10,benign
READ_INPUT_REGISTERS,58880,10,benign
READ_INPUT_REGISTERS,58880,9,benign
READ_COILS,512,12,benign
READ_DISCRETE_INPUTS,0,10,benign
READ_INPUT_REGISTERS,1024,16,benign
READ_COILS,705,11,benign
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,9,11,malicious
WRITE_MULTIPLE_COILS,8,11,malicious
WRITE_MULTIPLE_COILS,9,11,malicious
WRITE_MULTIPLE_COILS,5,11,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
READ_DISCRETE_INPUTS,523,12,benign
WRITE_MULTIPLE_COILS,9,11,malicious
WRITE_MULTIPLE_COILS,8,11,malicious
READ_COILS,0,11,benign
READ_COILS,512,16,benign
READ_DISCRETE_INPUTS,0,11,benign
WRITE_MULTIPLE_COILS,8,11,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,8,11,malicious
READ_DISCRETE_INPUTS,514,16,benign
READ_INPUT_REGISTERS,2048,10,benign
READ_INPUT_REGISTERS,2048,9,benign
READ_COILS,0,11,benign
READ_COILS,256,10,benign
READ_DISCRETE_INPUTS,0,11,benign
READ_DISCRETE_INPUTS,514,10,benign
READ_INPUT_REGISTERS,399,11,benign
READ_COILS,0,11,benign
READ_COILS,256,9,benign
READ_DISCRETE_INPUTS,0,11,benign
READ_DISCRETE_INPUTS,515,9,benign
READ_INPUT_REGISTERS,1206,10,benign
READ_INPUT_REGISTERS,1,11,benign
READ_COILS,0,11,benign
READ_COILS,256,9,benign
READ_DISCRETE_INPUTS,0,10,benign
READ_DISCRETE_INPUTS,522,9,benign
READ_COILS,0,10,benign
READ_COILS,257,9,benign
READ_COILS,0,10,benign
READ_COILS,257,9,benign
READ_DISCRETE_INPUTS,0,10,benign
READ_DISCRETE_INPUTS,515,9,benign
READ_INPUT_REGISTERS,50688,10,benign
READ_DISCRETE_INPUTS,99,11,benign
READ_DISCRETE_INPUTS,1213,10,benign
READ_INPUT_REGISTERS,699,12,benign
READ_INPUT_REGISTERS,8192,11,benign
READ_DISCRETE_INPUTS,99,12,benign
WRITE_MULTIPLE_COILS,0,12,malicious
WRITE_MULTIPLE_COILS,5,12,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
READ_DISCRETE_INPUTS,1024,11,benign
WRITE_MULTIPLE_COILS,0,16,malicious
WRITE_MULTIPLE_COILS,7,12,malicious
READ_INPUT_REGISTERS,399,12,benign
WRITE_MULTIPLE_COILS,0,12,malicious
WRITE_MULTIPLE_COILS,5,12,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,0,12,malicious
WRITE_MULTIPLE_COILS,7,12,malicious
WRITE_MULTIPLE_COILS,7,16,malicious
READ_COILS,0,12,benign
READ_COILS,259,9,benign
READ_INPUT_REGISTERS,1184,11,benign
READ_INPUT_REGISTERS,1,12,benign
READ_COILS,0,12,benign
READ_COILS,0,12,benign
READ_COILS,0,12,benign
READ_COILS,256,9,benign
READ_COILS,259,9,benign
READ_DISCRETE_INPUTS,0,12,benign
READ_DISCRETE_INPUTS,0,12,benign
READ_COILS,256,9,benign
READ_DISCRETE_INPUTS,0,12,benign
READ_DISCRETE_INPUTS,514,9,benign
READ_DISCRETE_INPUTS,519,9,benign
READ_DISCRETE_INPUTS,513,9,benign
WRITE_MULTIPLE_COILS,7,12,malicious
WRITE_MULTIPLE_COILS,5,12,malicious
WRITE_MULTIPLE_COILS,0,12,malicious
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,0,9,malicious
WRITE_MULTIPLE_COILS,7,12,malicious
READ_INPUT_REGISTERS,50688,11,benign
WRITE_MULTIPLE_COILS,0,12,malicious
WRITE_MULTIPLE_COILS,5,11,malicious
WRITE_MULTIPLE_COILS,7,10,malicious
WRITE_MULTIPLE_COILS,0,11,malicious
WRITE_MULTIPLE_COILS,5,11,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,0,11,malicious
WRITE_MULTIPLE_COILS,0,11,malicious
WRITE_MULTIPLE_COILS,0,9,malicious
WRITE_MULTIPLE_COILS,5,11,malicious
WRITE_MULTIPLE_COILS,0,9,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,7,11,malicious
WRITE_MULTIPLE_COILS,0,10,malicious
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,0,9,malicious
WRITE_MULTIPLE_COILS,0,9,malicious
WRITE_MULTIPLE_COILS,0,11,malicious
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,0,11,malicious
WRITE_MULTIPLE_COILS,9,9,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,0,11,malicious
WRITE_MULTIPLE_COILS,9,9,malicious
READ_INPUT_REGISTERS,1,9,benign
READ_INPUT_REGISTERS,399,8,benign
READ_INPUT_REGISTERS,1260,12,benign
WRITE_MULTIPLE_COILS,9,11,malicious
READ_INPUT_REGISTERS,399,8,benign
READ_COILS,0,8,benign
READ_INPUT_REGISTERS,149,9,benign
READ_COILS,513,10,benign
READ_DISCRETE_INPUTS,0,9,benign
WRITE_MULTIPLE_COILS,9,11,malicious
READ_INPUT_REGISTERS,1,9,benign
READ_INPUT_REGISTERS,1260,12,benign
READ_INPUT_REGISTERS,1,9,benign
READ_DISCRETE_INPUTS,514,10,benign
READ_INPUT_REGISTERS,799,10,benign
READ_INPUT_REGISTERS,34816,11,benign
READ_INPUT_REGISTERS,799,10,benign
READ_INPUT_REGISTERS,2258,11,benign
READ_COILS,0,11,benign
READ_INPUT_REGISTERS,50688,12,benign
READ_INPUT_REGISTERS,54272,11,benign
READ_COILS,704,11,benign
READ_DISCRETE_INPUTS,0,11,benign
READ_DISCRETE_INPUTS,512,11,benign
READ_INPUT_REGISTERS,15360,12,benign
READ_COILS,0,11,benign
READ_COILS,0,11,benign
READ_DISCRETE_INPUTS,0,11,benign
READ_INPUT_REGISTERS,15360,12,benign
READ_COILS,0,10,benign
READ_COILS,256,10,benign
READ_COILS,0,9,benign
READ_COILS,256,10,benign
READ_DISCRETE_INPUTS,0,9,benign
READ_DISCRETE_INPUTS,515,10,benign
READ_COILS,768,12,benign
READ_DISCRETE_INPUTS,0,9,benign
READ_INPUT_REGISTERS,399,9,benign
READ_DISCRETE_INPUTS,513,12,benign
READ_COILS,0,9,benign
READ_COILS,257,9,benign
READ_DISCRETE_INPUTS,0,9,benign
READ_DISCRETE_INPUTS,514,9,benign
READ_INPUT_REGISTERS,1206,10,benign
READ_INPUT_REGISTERS,1,9,benign
READ_COILS,0,9,benign
READ_COILS,256,9,benign
READ_DISCRETE_INPUTS,0,9,benign
READ_DISCRETE_INPUTS,523,9,benign
READ_DISCRETE_INPUTS,515,12,benign
READ_COILS,0,9,benign
READ_COILS,257,9,benign
READ_DISCRETE_INPUTS,0,9,benign
READ_DISCRETE_INPUTS,514,9,benign
READ_INPUT_REGISTERS,50688,10,benign
READ_INPUT_REGISTERS,399,9,benign
READ_COILS,0,9,benign
READ_COILS,258,9,benign
READ_INPUT_REGISTERS,1,9,benign
READ_INPUT_REGISTERS,1184,11,benign
READ_COILS,0,9,benign
READ_COILS,0,9,benign
READ_COILS,0,9,benign
READ_COILS,258,9,benign
READ_DISCRETE_INPUTS,0,9,benign
READ_COILS,257,9,benign
READ_COILS,257,9,benign
READ_DISCRETE_INPUTS,0,9,benign
READ_DISCRETE_INPUTS,0,9,benign
READ_DISCRETE_INPUTS,518,9,benign
READ_DISCRETE_INPUTS,512,9,benign
READ_DISCRETE_INPUTS,515,9,benign
READ_INPUT_REGISTERS,50688,11,benign
READ_INPUT_REGISTERS,48,10,benign
READ_INPUT_REGISTERS,48,10,benign
READ_INPUT_REGISTERS,48,10,benign
READ_INPUT_REGISTERS,48,10,benign
READ_INPUT_REGISTERS,48,10,benign
READ_INPUT_REGISTERS,20528,9,benign
READ_INPUT_REGISTERS,1100,11,benign
READ_INPUT_REGISTERS,20528,9,benign
READ_INPUT_REGISTERS,20528,9,benign
READ_INPUT_REGISTERS,20528,9,benign
READ_INPUT_REGISTERS,1100,10,benign
READ_INPUT_REGISTERS,1100,10,benign
READ_INPUT_REGISTERS,1100,10,benign
READ_INPUT_REGISTERS,20528,9,benign
READ_INPUT_REGISTERS,1100,10,benign
READ_INPUT_REGISTERS,58880,9,benign
READ_INPUT_REGISTERS,58880,9,benign
READ_INPUT_REGISTERS,58880,9,benign
READ_INPUT_REGISTERS,58880,9,benign
READ_INPUT_REGISTERS,58880,9,benign
WRITE_MULTIPLE_COILS,7,11,malicious
WRITE_MULTIPLE_COILS,0,10,malicious
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,7,16,malicious
READ_INPUT_REGISTERS,2048,9,benign
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,0,9,malicious
READ_COILS,0,10,benign
WRITE_MULTIPLE_COILS,5,15,malicious
READ_INPUT_REGISTERS,399,10,benign
WRITE_MULTIPLE_COILS,7,10,malicious
READ_COILS,513,10,benign
READ_DISCRETE_INPUTS,0,9,benign
WRITE_MULTIPLE_COILS,0,9,malicious
WRITE_MULTIPLE_COILS,0,9,malicious
READ_INPUT_REGISTERS,2048,9,benign
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,0,10,malicious
WRITE_MULTIPLE_COILS,0,9,malicious
READ_COILS,0,9,benign
WRITE_MULTIPLE_COILS,7,12,malicious
WRITE_MULTIPLE_COILS,5,8,malicious
READ_INPUT_REGISTERS,1064,15,benign
READ_INPUT_REGISTERS,2258,8,benign
READ_DISCRETE_INPUTS,0,8,benign
READ_COILS,704,11,benign
READ_DISCRETE_INPUTS,515,10,benign
READ_INPUT_REGISTERS,2048,9,benign
READ_INPUT_REGISTERS,2048,9,benign
READ_INPUT_REGISTERS,2048,9,benign
WRITE_MULTIPLE_COILS,7,8,malicious
READ_INPUT_REGISTERS,48,8,benign
READ_INPUT_REGISTERS,48,8,benign
READ_INPUT_REGISTERS,20558,9,benign
READ_INPUT_REGISTERS,20528,10,benign
READ_INPUT_REGISTERS,1100,8,benign
WRITE_MULTIPLE_COILS,5,8,malicious
READ_INPUT_REGISTERS,58880,9,benign
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,5,12,malicious
READ_COILS,0,8,benign
READ_INPUT_REGISTERS,1024,15,benign
READ_DISCRETE_INPUTS,99,9,benign
READ_DISCRETE_INPUTS,513,11,benign
WRITE_MULTIPLE_COILS,7,9,malicious
WRITE_MULTIPLE_COILS,7,10,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
READ_INPUT_REGISTERS,2048,9,benign
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
READ_DISCRETE_INPUTS,1213,16,benign
READ_COILS,513,12,benign
WRITE_MULTIPLE_COILS,7,11,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,9,10,malicious
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
READ_COILS,0,10,benign
READ_COILS,513,16,benign
READ_DISCRETE_INPUTS,0,10,benign
WRITE_MULTIPLE_COILS,5,11,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,9,12,malicious
WRITE_MULTIPLE_COILS,8,11,malicious
READ_DISCRETE_INPUTS,514,16,benign
WRITE_MULTIPLE_COILS,9,11,malicious
WRITE_MULTIPLE_COILS,5,10,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
READ_INPUT_REGISTERS,58880,10,benign
WRITE_MULTIPLE_COILS,8,12,malicious
WRITE_MULTIPLE_COILS,9,12,malicious
WRITE_MULTIPLE_COILS,8,10,malicious
WRITE_MULTIPLE_COILS,5,9,malicious
WRITE_MULTIPLE_COILS,8,12,malicious
READ_COILS,0,10,benign
READ_COILS,257,10,benign
READ_DISCRETE_INPUTS,0,10,benign
READ_DISCRETE_INPUTS,514,10,benign
READ_INPUT_REGISTERS,399,10,benign
READ_COILS,0,10,benign
READ_COILS,257,9,benign
READ_COILS,0,10,benign
READ_COILS,257,9,benign
READ_DISCRETE_INPUTS,0,10,benign
READ_DISCRETE_INPUTS,515,9,benign
READ_INPUT_REGISTERS,1206,10,benign
READ_INPUT_REGISTERS,1,11,benign
READ_COILS,0,11,benign
READ_COILS,257,9,benign
READ_COILS,0,11,benign
READ_COILS,257,9,benign
READ_COILS,0,11,benign
READ_COILS,257,9,benign
READ_COILS,0,11,benign
READ_COILS,257,9,benign
READ_COILS,0,11,benign
READ_COILS,257,9,benign
READ_COILS,0,11,benign
READ_COILS,0,11,benign
READ_COILS,257,9,benign
READ_DISCRETE_INPUTS,0,11,benign
READ_COILS,256,9,benign
READ_DISCRETE_INPUTS,0,11,benign
READ_DISCRETE_INPUTS,522,9,benign
READ_DISCRETE_INPUTS,515,9,benign
READ_INPUT_REGISTERS,50688,10,benign
READ_DISCRETE_INPUTS,99,11,benign
READ_DISCRETE_INPUTS,1213,10,benign
READ_INPUT_REGISTERS,699,12,benign
READ_DISCRETE_INPUTS,99,12,benign
READ_INPUT_REGISTERS,8192,12,benign
READ_INPUT_REGISTERS,399,12,benign
READ_COILS,0,12,benign
READ_COILS,258,9,benign
READ_INPUT_REGISTERS,1184,11,benign
READ_INPUT_REGISTERS,1,12,benign
READ_COILS,0,12,benign
READ_COILS,0,12,benign
READ_COILS,0,12,benign
READ_COILS,258,9,benign
READ_COILS,257,9,benign
READ_DISCRETE_INPUTS,0,12,benign
READ_DISCRETE_INPUTS,0,12,benign
READ_COILS,257,9,benign
READ_DISCRETE_INPUTS,0,12,benign
READ_DISCRETE_INPUTS,513,9,benign
READ_DISCRETE_INPUTS,519,9,benign
